seq,module,level,name,card,type,label,description,label_ja,description_ja,XPath
2810,gl-bus,5,entryAccountingMethod,0..1,gl-bus:accountingMethodItemType,Entry Accounting Method,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",仕訳会計処理方法,この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他\n[設定値のリスト]\n(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-bus:entryAccountingMethod
2820,gl-bus,5,entryAccountingMethodDescription,0..1,gl-bus:entryAccountingMethodDescriptionItemType,Entry Accounting Method Description,Free format description of the entry accounting method,仕訳会計処理方法説明,仕訳の会計処理方法の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-bus:entryAccountingMethodDescription
2830,gl-bus,5,entryAccountingMethodPurpose,0..1,gl-bus:accountingMethodPurposeItemType,Entry Accounting Method Purpose,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",仕訳会計処理方法目的,仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他\n[設定値のリスト]\n(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-bus:entryAccountingMethodPurpose
2840,gl-bus,5,entryAccountingMethodPurposeDescription,0..1,gl-bus:entryAccountingMethodPurposeDescriptionItemType,Entry Accounting Method Purpose Description,Free format description of the entry accounting method purpose,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-bus:entryAccountingMethodPurposeDescription
2850,gl-cor,5,accountSub,0..*,gl-cor:accountSubComplexType,Subaccount Information,Tuple to hold multiple accountSubIDs and Descriptions,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub
2860,gl-cor,6,accountSubDescription,0..1,gl-cor:accountSubDescriptionItemType,Subaccount Description,The description that accompanies accountSubID belongs here.,サブ科目説明,accountSubIDに関する説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:accountSubDescription
2870,gl-cor,6,accountSubID,0..1,gl-cor:accountSubIDItemType,Subaccount,"Where the primary account was placed in accountMainID, the code used for each profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:accountSubID
2880,gl-cor,6,accountSubType,0..1,gl-cor:accountSubTypeItemType,Type of Subaccount,"Type of sub-account - profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: Business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:accountSubType
2890,gl-cor,6,segmentParentTuple,0..*,gl-cor:segmentParentTupleComplexType,Segment Parent Information,Tuple for showing the detail necessary to roll up from one segment (type of subaccount) to another.),【親セグメント情報】,セグメント（小勘定科目の種別）間のロールアップ時に必要な詳細情報を示すタプル。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple
2900,gl-cor,7,parentSubaccountCode,0..1,gl-cor:parentSubaccountCodeItemType,Parent Subaccount Code,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,親サブ科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:parentSubaccountCode
2910,gl-cor,7,parentSubaccountType,0..1,gl-cor:parentSubaccountTypeItemType,Parent Subaccount Type,The describer of the segment this subaccount rolls up to.,親サブ科目種別,この小勘定科目のロールアップ先のセグメントの説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:parentSubaccountType
2920,gl-cor,7,reportingTreeIdentifier,0..1,gl-cor:reportingTreeIdentifierItemType,Reporting Tree Identifier,Used for representing descriptions of reporting trees.,報告系統識別子,報告系統の説明に使用される。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:reportingTreeIdentifier
2930,gl-cor,7,parentSubaccountProportion,0..1,gl-cor:parentSubaccountProportionItemType,Parent Subaccount Percentage,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",親サブ科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:parentSubaccountProportion
2940,gl-cor,5,accountActive,0..1,gl-gen:activeItemType,Account Active,"Boolean to indicate whether the account is active (=""true"") or inactive (=""false"")",科目有効性,科目が有効か無効かを示すブール値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountActive
2950,gl-cor,4,amount,0..1,gl-gen:amountItemType,Monetary Amount,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:amount
2960,gl-muc,4,amountCurrency,0..1,gl-muc:currencyItemType,Currency,"The currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding.",通貨,XBRLインスタンス内に指定する方法のかわりに、金額の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountCurrency
2970,gl-muc,4,amountOriginalExchangeRateDate,0..1,gl-muc:exchangeRateDateItemType,Original Exchange Rate Date,Date of exchange rate used to record the original transaction.,原取引通貨換算レート日付,原取引の記録に使われた通貨換算レートの日付。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalExchangeRateDate
2980,gl-muc,4,amountOriginalAmount,0..1,gl-gen:amountItemType,Amount in Original Currency,"Amount in original (as opposed to home) currency, for multi-currency tracking.",原取引通貨換算額,多通貨取引のための、(自国通貨に対する)原取引通貨での金額。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalAmount
2990,gl-muc,4,amountOriginalCurrency,0..1,gl-muc:currencyItemType,Original Currency,"The currency used to track original, as opposed to home, amounts. Recommended ISO 4217 coding.",原取引通貨,自国通貨に対する、原取引通貨。ISO4217コードを推奨。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalCurrency
3000,gl-muc,4,amountOriginalExchangeRate,0..1,gl-muc:exchangeRateItemType,Original Exchange Rate,Exchange rate at time of original transaction (expressed as national currency divided by original currency),原取引通貨換算レート,原取引時の通貨換算レート。（自国通貨を原取引通貨で割った値）,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalExchangeRate
3010,gl-muc,4,amountOriginalExchangeRateSource,0..1,gl-muc:exchangeRateSourceItemType,Original Exchange Rate Source,"Source of Exchange Rate - for example, Reuters, Bloomberg",原取引通貨換算レート情報源,"通貨換算レートの情報源。たとえば、Reuters, Bloomberg。",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalExchangeRateSource
3020,gl-muc,4,amountOriginalExchangeRateComment,0..1,gl-muc:commentItemType,Original Exchange Rate Comment,Comment about exchange rate used for recording original transaction.,原取引通貨換算レートコメント,原取引の記録に使用された通貨換算レートに関するコメント。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalExchangeRateComment
3030,gl-muc,4,amountOriginalTriangulationAmount,0..1,gl-gen:amountItemType,Original Amount in Triangulation Currency,"If triangulation is used, amount in triangulation currency, for multi-currency tracking. Debit is entered as positive, credit as negative.",原取引トライアンギュレーション通貨換算額,トライアンギュレーション取引の場合に、トライアンギュレーション通貨での金額を指定する。借方は正、貸方は負の値を指定。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalTriangulationAmount
3040,gl-muc,4,amountOriginalTriangulationCurrency,0..1,gl-muc:currencyItemType,Original Triangulation Currency,"The currency used for triangulation, if used. May often be EUR or USD. Recommended ISO 4217 coding.",原取引トライアンギュレーション通貨,トライアンギュレーション取引時の通貨。EUR、USDなど。ISO4217コードを推奨。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalTriangulationCurrency
3050,gl-muc,4,amountOriginalTriangulationExchangeRate,0..1,gl-muc:exchangeRateItemType,National to Triangulation Currency Exchange Rate,Exchange rate between national currency and triangulation currency at time of original transaction (expressed as national currency divided by triangulation currency),自国通貨トライアンギュレーション通貨換算レート,原取引時の、自国通貨とトライアンギュレーション通貨との換算レート。（自国通貨をトライアンギュレーション通貨で割った値）,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalTriangulationExchangeRate
3060,gl-muc,4,amountOriginalTriangulationExchangeRateSource,0..1,gl-muc:exchangeRateSourceItemType,National to Triangulation Currency Exchange Rate Source,"Source of Exchange Rate for triangulation amount at time of original transaction - for example, Reuters, Bloomberg",自国通貨トライアンギュレーション通貨換算レート情報源,"原取引時の、トライアンギュレーション取引金額の換算レートの情報源。たとえば、Reuters, Bloomberg。",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:amountOriginalTriangulationExchangeRateSource
